Date,Sigma,rate
12/30/1993,10.69,3.62
12/31/1993,11.66,3.63
1/3/1994,12.57,3.67
1/4/1994,11.91,3.65
1/5/1994,10.94,3.66
1/6/1994,11.27,3.65
1/7/1994,10.96,3.54
1/10/1994,10.74,3.53
1/11/1994,11.29,3.51
1/12/1994,11.65,3.47
1/13/1994,12.08,3.52
1/14/1994,11.15,3.55
1/17/1994,11.88,#N/A
1/18/1994,11.63,3.53
1/19/1994,11.76,3.52
1/20/1994,11.16,3.47
1/21/1994,11.09,3.5
1/24/1994,11.6,3.5
1/25/1994,11.38,3.51
1/26/1994,11.17,3.53
1/27/1994,10.3,3.52
1/28/1994,9.94,3.49
1/31/1994,10.63,3.53
2/1/1994,10.65,3.6
2/2/1994,10.61,3.61
2/3/1994,10.75,3.73
2/4/1994,15.25,3.84
2/7/1994,13.96,3.83
2/8/1994,13.66,3.86
2/9/1994,13.3,3.85
2/10/1994,14.24,3.86
2/11/1994,14.46,3.84
2/14/1994,14.28,3.85
2/15/1994,13.4,3.85
2/16/1994,13.13,3.86
2/17/1994,13.79,3.89
2/18/1994,14.7,3.93
2/21/1994,null,#N/A
2/22/1994,13.52,3.93
2/23/1994,13.91,4.01
2/24/1994,15.96,4.03
2/25/1994,14.8,4.05
2/28/1994,14.87,4.03
3/1/1994,15.83,4.16
3/2/1994,16.08,4.15
3/3/1994,16.360001,4.21
3/4/1994,16,4.26
3/7/1994,14.26,4.23
3/8/1994,16.23,4.28
3/9/1994,14.41,4.29
3/10/1994,16.549999,4.3
3/11/1994,14.87,4.28
3/14/1994,16.610001,4.32
3/15/1994,14.78,4.32
3/16/1994,14.51,4.28
3/17/1994,12.76,4.28
3/18/1994,13.32,4.35
3/21/1994,14.34,4.41
3/22/1994,13.39,4.33
3/23/1994,12.31,4.32
3/24/1994,13.43,4.37
3/25/1994,13.67,4.38
3/28/1994,14.9,4.41
3/29/1994,16.49,4.46
3/30/1994,18.59,4.45
3/31/1994,20.450001,4.5
4/1/1994,null,#N/A
4/4/1994,23.870001,4.83
4/5/1994,18.129999,4.72
4/6/1994,17.379999,4.67
4/7/1994,16.98,4.64
4/8/1994,16.92,4.68
4/11/1994,16.610001,4.69
4/12/1994,16.42,4.66
4/13/1994,17.02,4.69
4/14/1994,16.27,4.72
4/15/1994,15.98,4.73
4/18/1994,17.219999,4.91
4/19/1994,16.93,4.92
4/20/1994,17.01,4.91
4/21/1994,14.93,4.87
4/22/1994,14.94,4.9
4/25/1994,14.26,4.91
4/26/1994,13.8,4.93
4/27/1994,null,#N/A
4/28/1994,14.51,5.05
4/29/1994,13.77,5.07
5/2/1994,14.11,5.12
5/3/1994,13.81,5.19
5/4/1994,14.29,5.22
5/5/1994,14.56,5.21
5/6/1994,15.08,5.4
5/9/1994,16.16,5.55
5/10/1994,15.19,5.48
5/11/1994,15.55,5.52
5/12/1994,15.46,5.48
5/13/1994,14.54,5.41
5/16/1994,14.67,5.41
5/17/1994,14.08,5.29
5/18/1994,12.55,5.21
5/19/1994,12.33,5.12
5/20/1994,12.79,5.14
5/23/1994,13.49,5.28
5/24/1994,12.73,5.28
5/25/1994,12.43,5.28
5/26/1994,12.5,5.28
5/27/1994,12.49,5.35
5/30/1994,null,#N/A
5/31/1994,13.03,5.38
6/1/1994,12.72,5.36
6/2/1994,12.73,5.29
6/3/1994,12.19,5.22
6/6/1994,13.03,5.15
6/7/1994,13.05,5.16
6/8/1994,13.32,5.13
6/9/1994,13.21,5.15
6/10/1994,12.69,5.2
6/13/1994,11.92,5.22
6/14/1994,11.6,5.14
6/15/1994,11.52,5.19
6/16/1994,11.22,5.15
6/17/1994,12.31,5.2
6/20/1994,13.96,5.24
6/21/1994,14.7,5.31
6/22/1994,14.02,5.28
6/23/1994,14.12,5.29
6/24/1994,16.719999,5.37
6/27/1994,15.53,5.37
6/28/1994,15.04,5.48
6/29/1994,14.42,5.47
6/30/1994,14.97,5.51
7/1/1994,14.36,5.5
7/4/1994,null,#N/A
7/5/1994,14.92,5.48
7/6/1994,14.7,5.46
7/7/1994,14.01,5.45
7/8/1994,13.26,5.58
7/11/1994,13.83,5.61
7/12/1994,13.4,5.55
7/13/1994,12.42,5.52
7/14/1994,11.64,5.38
7/15/1994,11.28,5.37
7/18/1994,11.44,5.34
7/19/1994,11.65,5.3
7/20/1994,11.7,5.4
7/21/1994,11.65,5.5
7/22/1994,11.22,5.53
7/25/1994,11.46,5.53
7/26/1994,11.66,5.53
7/27/1994,11.93,5.57
7/28/1994,12.03,5.56
7/29/1994,11.13,5.37
8/1/1994,11.17,5.4
8/2/1994,11.27,5.35
8/3/1994,11.35,5.34
8/4/1994,12.18,5.36
8/5/1994,12.34,5.59
8/8/1994,12.41,5.6
8/9/1994,12.54,5.62
8/10/1994,11.91,5.58
8/11/1994,12.13,5.62
8/12/1994,11.09,5.6
8/15/1994,12.06,5.64
8/16/1994,11.39,5.62
8/17/1994,11.54,5.56
8/18/1994,12.07,5.68
8/19/1994,12.83,5.64
8/22/1994,12.62,5.66
8/23/1994,11.75,5.63
8/24/1994,11.57,5.57
8/25/1994,12.02,5.59
8/26/1994,12.19,5.58
8/29/1994,11.82,5.58
8/30/1994,11.23,5.56
8/31/1994,11.97,5.56
9/1/1994,11.86,5.56
9/2/1994,11.4,5.55
9/5/1994,null,#N/A
9/6/1994,11.69,5.58
9/7/1994,11.81,5.6
9/8/1994,11.86,5.59
9/9/1994,13.12,5.7
9/12/1994,14.01,5.72
9/13/1994,13.77,5.7
9/14/1994,13.09,5.68
9/15/1994,11.88,5.69
9/16/1994,12.8,5.79
9/19/1994,13.06,5.78
9/20/1994,14.45,5.82
9/21/1994,14.49,5.9
9/22/1994,13.89,5.88
9/23/1994,14.53,5.89
9/26/1994,14.56,5.91
9/27/1994,14.13,5.89
9/28/1994,13.25,5.88
9/29/1994,13.97,5.95
9/30/1994,14.28,5.96
10/3/1994,15.44,6.06
10/4/1994,16.66,6.06
10/5/1994,15.92,6.1
10/6/1994,16.24,6.1
10/7/1994,14.92,6.01
10/10/1994,14.72,#N/A
10/11/1994,13.55,6.01
10/12/1994,14.51,6.05
10/13/1994,14.9,6.07
10/14/1994,13.32,6.01
10/17/1994,14.76,6.04
10/18/1994,14.59,6.04
10/19/1994,15.13,6.07
10/20/1994,15.99,6.18
10/21/1994,15.91,6.19
10/24/1994,16.969999,6.24
10/25/1994,16.129999,6.25
10/26/1994,15.7,6.23
10/27/1994,15.67,6.23
10/28/1994,14.56,6.17
10/31/1994,14.56,6.18
11/1/1994,14.84,6.25
11/2/1994,15.34,6.28
11/3/1994,15.58,6.31
11/4/1994,16.75,6.39
11/7/1994,17.370001,6.42
11/8/1994,16.299999,6.39
11/9/1994,16.42,6.37
11/10/1994,16,6.5
11/11/1994,16.5,#N/A
11/14/1994,16.68,6.49
11/15/1994,16.66,6.55
11/16/1994,15.56,6.59
11/17/1994,15.91,6.62
11/18/1994,16,6.64
11/21/1994,16.129999,6.68
11/22/1994,17.24,6.67
11/23/1994,18.41,6.57
11/24/1994,null,#N/A
11/25/1994,17.440001,6.58
11/28/1994,16.83,6.74
11/29/1994,16.15,6.85
11/30/1994,15.95,6.91
12/1/1994,16.690001,6.94
12/2/1994,16.549999,7.01
12/5/1994,16.1,7.15
12/6/1994,16.049999,7.01
12/7/1994,16.280001,7.01
12/8/1994,18.15,7.17
12/9/1994,16.040001,7.15
12/12/1994,15.46,7.24
12/13/1994,14.48,7.32
12/14/1994,13.03,7.2
12/15/1994,12.87,7.09
12/16/1994,12.79,7.14
12/19/1994,13.02,7.13
12/20/1994,12.98,7.06
12/21/1994,12.05,7.04
12/22/1994,12.42,7.17
12/23/1994,11.82,7.2
12/26/1994,null,#N/A
12/27/1994,12.07,7.18
12/28/1994,12.81,7.25
12/29/1994,12.86,7.2
12/30/1994,13.2,7.2
1/2/1995,null,#N/A
1/3/1995,14.25,7.23
1/4/1995,13.53,7.15
1/5/1995,13.5,7.32
1/6/1995,13.13,7.26
1/9/1995,13.33,7.27
1/10/1995,12.52,7.21
1/11/1995,12.15,7.13
1/12/1995,12.83,7.08
1/13/1995,11.1,6.89
1/16/1995,11.14,#N/A
1/17/1995,11.79,6.99
1/18/1995,11.57,7.03
1/19/1995,11.86,7.03
1/20/1995,12.15,7.04
1/23/1995,12.79,7.02
1/24/1995,11.94,7.04
1/25/1995,11.46,6.96
1/26/1995,11.25,6.9
1/27/1995,11.25,6.82
1/30/1995,12.26,6.8
1/31/1995,11.96,6.84
2/1/1995,11.73,6.97
2/2/1995,11.13,7.01
2/3/1995,10.98,6.77
2/6/1995,11.22,6.79
2/7/1995,11.17,6.78
2/8/1995,11.42,6.74
2/9/1995,11.63,6.79
2/10/1995,11.28,6.85
2/13/1995,11.41,6.85
2/14/1995,11.43,6.77
2/15/1995,11.52,6.68
2/16/1995,11.61,6.58
2/17/1995,11.71,6.62
2/20/1995,null,#N/A
2/21/1995,12.05,6.66
2/22/1995,11.39,6.49
2/23/1995,11.15,6.52
2/24/1995,10.84,6.5
2/27/1995,12.51,6.43
2/28/1995,11.75,6.44
3/1/1995,11.65,6.44
3/2/1995,12.02,6.53
3/3/1995,11.45,6.53
3/6/1995,12.17,6.59
3/7/1995,14.22,6.6
3/8/1995,13.72,6.56
3/9/1995,13.36,6.47
3/10/1995,12.38,6.49
3/13/1995,12.15,6.44
3/14/1995,12.1,6.39
3/15/1995,12.42,6.41
3/16/1995,11.95,6.35
3/17/1995,11.8,6.37
3/20/1995,11.34,6.37
3/21/1995,11.53,6.38
3/22/1995,11.29,6.4
3/23/1995,11.43,6.38
3/24/1995,11.19,6.31
3/27/1995,11.83,6.27
3/28/1995,11.33,6.38
3/29/1995,12.51,6.35
3/30/1995,12.62,6.43
3/31/1995,13.37,6.49
4/3/1995,13.5,6.45
4/4/1995,12.62,6.4
4/5/1995,12.96,6.38
4/6/1995,12.81,6.33
4/7/1995,12.85,6.33
4/10/1995,12.79,6.33
4/11/1995,12.73,6.31
4/12/1995,12.04,6.28
4/13/1995,11.48,6.19
4/14/1995,null,#N/A
4/17/1995,12.33,6.19
4/18/1995,12.96,6.17
4/19/1995,13.09,6.2
4/20/1995,12.1,6.15
4/21/1995,11.86,6.15
4/24/1995,11.92,6.17
4/25/1995,12.41,6.19
4/26/1995,12.28,6.21
4/27/1995,11.93,6.3
4/28/1995,11.75,6.32
5/1/1995,12.14,6.32
5/2/1995,11.88,6.26
5/3/1995,11.69,6.16
5/4/1995,12.64,6.1
5/5/1995,12.06,5.96
5/8/1995,12.22,6.01
5/9/1995,12.75,5.96
5/10/1995,13.08,5.96
5/11/1995,12.98,6.02
5/12/1995,11.84,6.03
5/15/1995,12.38,5.99
5/16/1995,12.2,5.96
5/17/1995,12.36,5.95
5/18/1995,13.13,6.01
5/19/1995,12.81,6.01
5/22/1995,11.68,6.03
5/23/1995,11.55,5.97
5/24/1995,11.26,5.86
5/25/1995,11.63,5.89
5/26/1995,12.2,5.87
5/29/1995,null,#N/A
5/30/1995,12.52,5.83
5/31/1995,12.85,5.8
6/1/1995,12.21,5.68
6/2/1995,12.98,5.51
6/5/1995,13.45,5.52
6/6/1995,13,5.56
6/7/1995,12.84,5.71
6/8/1995,12.89,5.78
6/9/1995,12.76,5.89
6/12/1995,11.91,5.83
6/13/1995,11.29,5.57
6/14/1995,11.29,5.6
6/15/1995,11.23,5.65
6/16/1995,10.75,5.66
6/19/1995,11.21,5.59
6/20/1995,11.16,5.64
6/21/1995,11.32,5.62
6/22/1995,11.44,5.53
6/23/1995,11.12,5.56
6/26/1995,11.8,5.6
6/27/1995,12.37,5.64
6/28/1995,11.74,5.58
6/29/1995,11.59,5.76
6/30/1995,11.38,5.65
7/3/1995,11.57,5.63
7/4/1995,null,#N/A
7/5/1995,12.1,5.62
7/6/1995,11.52,5.43
7/7/1995,11.77,5.42
7/10/1995,12.19,5.43
7/11/1995,12.25,5.47
7/12/1995,12.31,5.44
7/13/1995,12.56,5.46
7/14/1995,12.08,5.53
7/17/1995,12.26,5.55
7/18/1995,12.68,5.57
7/19/1995,13.49,5.6
7/20/1995,12.78,5.71
7/21/1995,12.37,5.75
7/24/1995,12.55,5.75
7/25/1995,12.77,5.75
7/26/1995,13.18,5.75
7/27/1995,13.18,5.66
7/28/1995,13.18,5.69
7/31/1995,13.49,5.67
8/1/1995,13.56,5.71
8/2/1995,13.66,5.66
8/3/1995,13.78,5.7
8/4/1995,13.21,5.68
8/7/1995,13.1,5.67
8/8/1995,13.06,5.68
8/9/1995,12.75,5.69
8/10/1995,13,5.7
8/11/1995,12.9,5.8
8/14/1995,13.24,5.81
8/15/1995,12.35,5.86
8/16/1995,12.45,5.84
8/17/1995,12.13,5.89
8/18/1995,12.03,5.88
8/21/1995,13.42,5.84
8/22/1995,12.6,5.88
8/23/1995,13.17,5.87
8/24/1995,12.94,5.77
8/25/1995,12.33,5.7
8/28/1995,12.48,5.66
8/29/1995,12.65,5.71
8/30/1995,12.03,5.66
8/31/1995,11.52,5.65
9/1/1995,11.29,5.6
9/4/1995,null,#N/A
9/5/1995,11.65,5.6
9/6/1995,11.65,5.6
9/7/1995,11.85,5.65
9/8/1995,11.16,5.67
9/11/1995,11.51,5.67
9/12/1995,11.46,5.61
9/13/1995,11.35,5.63
9/14/1995,11.1,5.51
9/15/1995,11.58,5.55
9/18/1995,12.34,5.56
9/19/1995,12.67,5.54
9/20/1995,12.35,5.52
9/21/1995,12.5,5.62
9/22/1995,12.46,5.63
9/25/1995,13.22,5.65
9/26/1995,12.9,5.71
9/27/1995,12.9,5.7
9/28/1995,12.46,5.73
9/29/1995,12.74,5.65
10/2/1995,13.95,5.65
10/3/1995,14.5,5.63
10/4/1995,14.86,5.6
10/5/1995,15.74,5.59
10/6/1995,13.98,5.59
10/9/1995,14.85,#N/A
10/10/1995,14.97,5.61
10/11/1995,14.57,5.61
10/12/1995,14.24,5.61
10/13/1995,13.67,5.58
10/16/1995,14.62,5.59
10/17/1995,14.03,5.57
10/18/1995,14.05,5.58
10/19/1995,13.55,5.58
10/20/1995,13.46,5.62
10/23/1995,14.17,5.65
10/24/1995,13.85,5.6
10/25/1995,14.49,5.56
10/26/1995,15.59,5.52
10/27/1995,14.63,5.56
10/30/1995,14.26,5.55
10/31/1995,13.83,5.55
11/1/1995,13.41,5.46
11/2/1995,13.19,5.41
11/3/1995,12.26,5.43
11/6/1995,12.74,5.46
11/7/1995,13.05,5.48
11/8/1995,12.16,5.41
11/9/1995,12.46,5.43
11/10/1995,12.97,5.47
11/13/1995,13.2,5.44
11/14/1995,13.38,5.43
11/15/1995,12.95,5.47
11/16/1995,12.57,5.42
11/17/1995,12.49,5.4
11/20/1995,12.37,5.41
11/21/1995,11.74,5.45
11/22/1995,11.81,5.46
11/23/1995,null,#N/A
11/24/1995,11.87,5.43
11/27/1995,12.43,5.41
11/28/1995,11.57,5.44
11/29/1995,11.65,5.42
11/30/1995,11.58,5.36
12/1/1995,11.11,5.33
12/4/1995,10.66,5.32
12/5/1995,11.65,5.33
12/6/1995,12.7,5.34
12/7/1995,12.74,5.35
12/8/1995,11.12,5.39
12/11/1995,11.06,5.35
12/12/1995,10.63,5.36
12/13/1995,10.36,5.37
12/14/1995,11.07,5.35
12/15/1995,11.44,5.32
12/18/1995,14.55,5.38
12/19/1995,13.16,5.28
12/20/1995,12.2,5.27
12/21/1995,10.77,5.29
12/22/1995,11.51,5.26
12/25/1995,null,#N/A
12/26/1995,11.49,5.26
12/27/1995,11.98,5.23
12/28/1995,12.25,5.18
12/29/1995,12.52,5.18
1/1/1996,null,#N/A
1/2/1996,12.19,5.17
1/3/1996,12.1,5.16
1/4/1996,13.78,5.19
1/5/1996,13.58,5.19
1/8/1996,13.11,5.19
1/9/1996,15.21,5.16
1/10/1996,16.4,5.19
1/11/1996,14.69,5.16
1/12/1996,14.23,5.14
1/15/1996,14.99,#N/A
1/16/1996,14.09,5.06
1/17/1996,14.25,5.04
1/18/1996,13.58,5.01
1/19/1996,12.7,5.02
1/22/1996,13.34,5.06
1/23/1996,13.56,5.06
1/24/1996,12.54,5.03
1/25/1996,12.94,5.06
1/26/1996,12,5.02
1/29/1996,12.19,5.05
1/30/1996,12.42,4.98
1/31/1996,12.53,4.9
2/1/1996,12.65,4.88
2/2/1996,13.23,4.85
2/5/1996,13.46,4.88
2/6/1996,14.59,4.87
2/7/1996,14.11,4.86
2/8/1996,13.89,4.84
2/9/1996,14.63,4.82
2/12/1996,14.69,4.8
2/13/1996,14.94,4.79
2/14/1996,15.59,4.8
2/15/1996,16.129999,4.84
2/16/1996,15.37,4.84
2/19/1996,null,#N/A
2/20/1996,16.799999,5.09
2/21/1996,14.47,5.05
2/22/1996,14.56,4.99
2/23/1996,14.78,5.02
2/26/1996,16.379999,5.05
2/27/1996,16.629999,5.12
2/28/1996,16.719999,5.22
2/29/1996,17.040001,5.23
3/1/1996,16.719999,5.07
3/4/1996,16.67,5.02
3/5/1996,16.1,5.07
3/6/1996,16.559999,5.13
3/7/1996,16.49,5.14
3/8/1996,20.700001,5.39
3/11/1996,19.4,5.38
3/12/1996,19.09,5.41
3/13/1996,18.129999,5.39
3/14/1996,16.93,5.38
3/15/1996,16.540001,5.51
3/18/1996,17.309999,5.51
3/19/1996,18.35,5.47
3/20/1996,18.66,5.41
3/21/1996,17.74,5.4
3/22/1996,17.049999,5.41
3/25/1996,17.84,5.38
3/26/1996,17.799999,5.38
3/27/1996,17.889999,5.45
3/28/1996,18.16,5.48
3/29/1996,18.879999,5.41
4/1/1996,17.9,5.41
4/2/1996,16.450001,5.44
4/3/1996,16.33,5.46
4/4/1996,16.18,5.48
4/5/1996,null,5.63
4/8/1996,18.719999,5.67
4/9/1996,17.32,5.6
4/10/1996,20.219999,5.64
4/11/1996,19.65,5.65
4/12/1996,17.379999,5.53
4/15/1996,16.83,5.47
4/16/1996,16.450001,5.48
4/17/1996,17.07,5.53
4/18/1996,16.41,5.56
4/19/1996,15.12,5.5
4/22/1996,15.38,5.48
4/23/1996,15.01,5.48
4/24/1996,14.91,5.51
4/25/1996,14.72,5.57
4/26/1996,14.75,5.55
4/29/1996,15.45,5.57
4/30/1996,15.83,5.62
5/1/1996,16.07,5.6
5/2/1996,18.620001,5.69
5/3/1996,16.700001,5.69
5/6/1996,16.92,5.66
5/7/1996,16.870001,5.71
5/8/1996,15.78,5.66
5/9/1996,16.99,5.68
5/10/1996,15.61,5.62
5/13/1996,15.16,5.62
5/14/1996,14.9,5.58
5/15/1996,15.59,5.58
5/16/1996,15.71,5.6
5/17/1996,15.13,5.58
5/20/1996,15.8,5.56
5/21/1996,16,5.57
5/22/1996,15.5,5.56
5/23/1996,16.17,5.63
5/24/1996,15.54,5.61
5/27/1996,null,#N/A
5/28/1996,16.92,5.63
5/29/1996,17.15,5.7
5/30/1996,16.02,5.71
5/31/1996,16.07,5.77
6/3/1996,16.860001,5.78
6/4/1996,16.18,5.78
6/5/1996,16.040001,5.76
6/6/1996,16.84,5.71
6/7/1996,16.1,5.86
6/10/1996,16.780001,5.88
6/11/1996,16.68,5.87
6/12/1996,17,5.88
6/13/1996,17.120001,5.85
6/14/1996,18.639999,5.8
6/17/1996,17.459999,5.78
6/18/1996,17.450001,5.78
6/19/1996,17.540001,5.81
6/20/1996,16.969999,5.87
6/21/1996,15.8,5.84
6/24/1996,15.91,5.83
6/25/1996,15.43,5.82
6/26/1996,15.23,5.83
6/27/1996,14.19,5.77
6/28/1996,13.68,5.7
7/1/1996,13.78,5.74
7/2/1996,14.19,5.8
7/3/1996,14.21,5.75
7/4/1996,null,#N/A
7/5/1996,16.09,5.97
7/8/1996,16.42,5.98
7/9/1996,15.49,5.95
7/10/1996,15.51,5.89
7/11/1996,17.809999,5.85
7/12/1996,17.09,5.84
7/15/1996,20.110001,5.86
7/16/1996,20.1,5.77
7/17/1996,19.219999,5.79
7/18/1996,17.93,5.79
7/19/1996,17.26,5.81
7/22/1996,20.41,5.86
7/23/1996,21.549999,5.85
7/24/1996,21.440001,5.86
7/25/1996,19.389999,5.85
7/26/1996,17.450001,5.85
7/29/1996,20.09,5.93
7/30/1996,20.530001,5.88
7/31/1996,19.459999,5.85
8/1/1996,18.76,5.74
8/2/1996,16.190001,5.6
8/5/1996,17.360001,5.6
8/6/1996,16.93,5.61
8/7/1996,16.24,5.62
8/8/1996,16.040001,5.62
8/9/1996,15.77,5.57
8/12/1996,15.57,5.58
8/13/1996,16.41,5.63
8/14/1996,15.96,5.61
8/15/1996,15.46,5.66
8/16/1996,14.81,5.61
8/19/1996,15.27,5.64
8/20/1996,14.73,5.62
8/21/1996,14.52,5.62
8/22/1996,13.71,5.62
8/23/1996,14.18,5.69
8/26/1996,15.38,5.77
8/27/1996,15.11,5.76
8/28/1996,15.1,5.77
8/29/1996,16.219999,5.82
8/30/1996,17.01,5.91
9/2/1996,null,#N/A
9/3/1996,18.469999,5.94
9/4/1996,18.639999,5.97
9/5/1996,20.51,5.98
9/6/1996,17.1,5.92
9/9/1996,16.360001,5.91
9/10/1996,16.25,5.93
9/11/1996,16.059999,5.94
9/12/1996,15.97,5.9
9/13/1996,15.2,5.74
9/16/1996,15.43,5.74
9/17/1996,15.74,5.83
9/18/1996,15.86,5.84
9/19/1996,16.030001,5.85
9/20/1996,15.65,5.85
9/23/1996,16.459999,5.85
9/24/1996,16.450001,5.73
9/25/1996,16.219999,5.7
9/26/1996,16.110001,5.65
9/27/1996,16.1,5.68
9/30/1996,16.950001,5.71
10/1/1996,17.049999,5.65
10/2/1996,16.780001,5.61
10/3/1996,16.77,5.61
10/4/1996,14.8,5.47
10/7/1996,15.11,5.53
10/8/1996,15.58,5.53
10/9/1996,16.09,5.56
10/10/1996,16.26,5.66
10/11/1996,15.07,5.57
10/14/1996,15.13,#N/A
10/15/1996,15.83,5.58
10/16/1996,15.6,5.58
10/17/1996,15.41,5.52
10/18/1996,15.08,5.52
10/21/1996,15.98,5.55
10/22/1996,16.4,5.57
10/23/1996,16.450001,5.56
10/24/1996,16.889999,5.56
10/25/1996,17.290001,5.55
10/28/1996,18.34,5.56
10/29/1996,18.280001,5.46
10/30/1996,18.48,5.46
10/31/1996,18.110001,5.44
11/1/1996,17.889999,5.46
11/4/1996,18.040001,5.46
11/5/1996,17.65,5.43
11/6/1996,16.969999,5.44
11/7/1996,17.209999,5.44
11/8/1996,15.78,5.45
11/11/1996,14.04,#N/A
11/12/1996,15.36,5.43
11/13/1996,14.89,5.42
11/14/1996,13.79,5.4
11/15/1996,14.36,5.4
11/18/1996,15.12,5.41
11/19/1996,15.23,5.4
11/20/1996,15.94,5.4
11/21/1996,15.77,5.43
11/22/1996,14.92,5.44
11/25/1996,15.91,5.43
11/26/1996,16.969999,5.41
11/27/1996,16.959999,5.41
11/28/1996,null,#N/A
11/29/1996,17.139999,5.38
12/2/1996,17.93,5.4
12/3/1996,18.68,5.39
12/4/1996,17.93,5.41
12/5/1996,18.139999,5.44
12/6/1996,18.82,5.45
12/9/1996,17.75,5.43
12/10/1996,17.879999,5.43
12/11/1996,19.68,5.49
12/12/1996,20.450001,5.49
12/13/1996,21.09,5.46
12/16/1996,21.99,5.49
12/17/1996,20.77,5.51
12/18/1996,19.42,5.55
12/19/1996,18.77,5.5
12/20/1996,18.85,5.49
12/23/1996,19.5,5.52
12/24/1996,18.68,5.51
12/25/1996,null,#N/A
12/26/1996,18.59,5.5
12/27/1996,19.129999,5.47
12/30/1996,19.51,5.47
12/31/1996,20.92,5.51
1/1/1997,null,#N/A
1/2/1997,21.139999,5.63
1/3/1997,19.129999,5.6
1/6/1997,19.889999,5.61
1/7/1997,19.35,5.61
1/8/1997,20.24,5.61
1/9/1997,20.91,5.57
1/10/1997,19.629999,5.66
1/13/1997,19.84,5.66
1/14/1997,19.27,5.6
1/15/1997,19.4,5.57
1/16/1997,19.610001,5.61
1/17/1997,18.629999,5.6
1/20/1997,18.6,#N/A
1/21/1997,17.809999,5.6
1/22/1997,17.09,5.6
1/23/1997,18.469999,5.62
1/24/1997,19.33,5.62
1/27/1997,20.16,5.66
1/28/1997,20.74,5.61
1/29/1997,20.23,5.61
1/30/1997,19.469999,5.63
1/31/1997,19.469999,5.58
2/3/1997,19.58,5.54
2/4/1997,19.43,5.54
2/5/1997,21.059999,5.53
2/6/1997,20.16,5.53
2/7/1997,18.9,5.49
2/10/1997,20.65,5.5
2/11/1997,19.969999,5.52
2/12/1997,19.48,5.52
2/13/1997,19.23,5.48
2/14/1997,19.18,5.45
2/17/1997,null,#N/A
2/18/1997,19.700001,5.46
2/19/1997,20.610001,5.46
2/20/1997,21.41,5.49
2/21/1997,20.549999,5.48
2/24/1997,19.84,5.5
2/25/1997,19.98,5.52
2/26/1997,20.74,5.64
2/27/1997,21.08,5.66
2/28/1997,21.1,5.67
3/3/1997,20.889999,5.68
3/4/1997,20.620001,5.7
3/5/1997,19.49,5.71
3/6/1997,20.48,5.72
3/7/1997,19.32,5.68
3/10/1997,19,5.7
3/11/1997,19.25,5.68
3/12/1997,19.610001,5.71
3/13/1997,19.790001,5.76
3/14/1997,19.809999,5.74
3/17/1997,20.950001,5.77
3/18/1997,21.26,5.77
3/19/1997,21.74,5.79
3/20/1997,21.219999,5.83
3/21/1997,19.690001,5.88
3/24/1997,20.059999,5.87
3/25/1997,19.26,5.91
3/26/1997,18.32,5.97
3/27/1997,20.5,6.02
3/28/1997,null,#N/A
3/31/1997,22.139999,6.02
4/1/1997,20.84,6
4/2/1997,21.299999,5.98
4/3/1997,21.190001,5.95
4/4/1997,19.23,5.98
4/7/1997,18.51,5.97
4/8/1997,18.440001,5.98
4/9/1997,18.559999,5.98
4/10/1997,19.01,5.99
4/11/1997,19.76,6.04
4/14/1997,19.09,6.04
4/15/1997,18.25,5.99
4/16/1997,17.639999,5.99
4/17/1997,18.709999,5.96
4/18/1997,18.75,5.94
4/21/1997,20.1,5.97
4/22/1997,19.52,5.97
4/23/1997,20.48,6
4/24/1997,20.83,6.05
4/25/1997,21.15,6.08
4/28/1997,21.34,6.06
4/29/1997,19.809999,5.92
4/30/1997,20.059999,5.9
5/1/1997,19.870001,5.89
5/2/1997,17.51,5.88
5/5/1997,20.129999,5.88
5/6/1997,20.85,5.9
5/7/1997,21.34,5.95
5/8/1997,21.26,5.93
5/9/1997,20.110001,5.86
5/12/1997,20.25,5.85
5/13/1997,20.809999,5.88
5/14/1997,21.09,5.86
5/15/1997,19.91,5.84
5/16/1997,21.57,5.87
5/19/1997,21.48,5.89
5/20/1997,19.26,5.83
5/21/1997,19.280001,5.81
5/22/1997,18.77,5.87
5/23/1997,18.08,5.85
5/26/1997,null,#N/A
5/27/1997,19.360001,5.89
5/28/1997,19.280001,5.91
5/29/1997,19.02,5.84
5/30/1997,19.190001,5.78
6/2/1997,20.85,5.78
6/3/1997,20.01,5.77
6/4/1997,20.1,5.77
6/5/1997,20.360001,5.76
6/6/1997,18.940001,5.71
6/9/1997,19.459999,5.75
6/10/1997,19.040001,5.75
6/11/1997,18.85,5.75
6/12/1997,18.51,5.68
6/13/1997,19.27,5.65
6/16/1997,19.77,5.65
6/17/1997,20.17,5.66
6/18/1997,20.450001,5.66
6/19/1997,20.1,5.65
6/20/1997,20.200001,5.63
6/23/1997,21.190001,5.66
6/24/1997,20.74,5.66
6/25/1997,21.5,5.67
6/26/1997,21.82,5.63
6/27/1997,21.219999,5.62
6/30/1997,21.530001,5.67
7/1/1997,21,5.64
7/2/1997,19.700001,5.64
7/3/1997,17.82,5.57
7/4/1997,null,#N/A
7/7/1997,19.129999,5.55
7/8/1997,18.76,5.55
7/9/1997,20.4,5.53
7/10/1997,19.92,5.53
7/11/1997,19.059999,5.52
7/14/1997,19.58,5.56
7/15/1997,19,5.56
7/16/1997,19.360001,5.51
